읍면동명,코드
하남읍,3808012
부북면,3808031
상동면,3808032
산외면,3808033
산내면,3808034
단장면,3808035
상남면,3808036
초동면,3808037
무안면,3808038
청도면,3808039
내일동,3808051
내이동,3808052
교동,3808053
삼문동,3808054
가곡동,3808055
일운면,3809031
동부면,3809032
남부면,3809033
거제면,3809034
둔덕면,3809035
사등면,3809036
연초면,3809037
하청면,3809038
장목면,3809039
능포동,3809053
아주동,3809054
옥포1동,3809055
옥포2동,3809056
장평동,3809057
고현동,3809058
상문동,3809059
수양동,3809060
장승포동,3809061
물금읍,3810012
동면,3810031
원동면,3810032
상북면,3810033
하북면,3810034
삼성동,3810052
강서동,3810053
서창동,3810054
소주동,3810055
평산동,3810056
덕계동,3810057
중앙동,3810058
양주동,3810059
동읍,3811111
북면,3811131
대산면,3811132
의창동,3811151
팔룡동,3811152
명곡동,3811153
봉림동,3811154
용지동,3811155
반송동,3811251
중앙동,3811252
상남동,3811253
사파동,3811254
가음정동,3811255
성주동,3811256
웅남동,3811257
구산면,3811331
진동면,3811332
진북면,3811333
진전면,3811334
현동,3811351
가포동,3811352
월영동,3811353
문화동,3811354
완월동,3811357
자산동,3811358
합포동,3811364
산호동,3811365
반월중앙동,3811366
오동동,3811367
교방동,3811368
내서읍,3811411
회원1동,3811451
회원2동,3811452
회성동,3811455
양덕1동,3811456
양덕2동,3811457
합성1동,3811458
합성2동,3811459
구암1동,3811460
구암2동,3811461
봉암동,3811462
석전동,3811463
여좌동,3811554
태백동,3811555
경화동,3811556
병암동,3811557
석동,3811558
이동,3811559
자은동,3811560
덕산동,3811561
풍호동,3811562
웅천동,3811563
웅동1동,3811564
웅동2동,3811565
충무동,3811566
의령읍,3831011
가례면,3831031
칠곡면,3831032
대의면,3831033
화정면,3831034
용덕면,3831035
정곡면,3831036
지정면,3831037
낙서면,3831038
부림면,3831039
봉수면,3831040
궁류면,3831041
유곡면,3831042
가야읍,3832011
칠원읍,3832012
함안면,3832031
군북면,3832032
법수면,3832033
대산면,3832034
칠서면,3832035
칠북면,3832036
산인면,3832038
여항면,3832039
창녕읍,3833011
남지읍,3833012
고암면,3833031
성산면,3833032
대합면,3833033
이방면,3833034
유어면,3833035
대지면,3833036
계성면,3833037
영산면,3833038
장마면,3833039
도천면,3833040
길곡면,3833041
부곡면,3833042
고성읍,3834011
삼산면,3834031
하일면,3834032
하이면,3834033
상리면,3834034
대가면,3834035
영현면,3834036
영오면,3834037
개천면,3834038
구만면,3834039
회화면,3834040
마암면,3834041
동해면,3834042
거류면,3834043
남해읍,3835011
이동면,3835031
상주면,3835032
삼동면,3835033
미조면,3835034
남면,3835035
서면,3835036
고현면,3835037
설천면,3835038
창선면,3835039
하동읍,3836011
화개면,3836031
악양면,3836032
적량면,3836033
횡천면,3836034
고전면,3836035
금남면,3836036
금성면,3836037
진교면,3836038
양보면,3836039
북천면,3836040
청암면,3836041
옥종면,3836042
산청읍,3837011
차황면,3837031
오부면,3837032
생초면,3837033
금서면,3837034
삼장면,3837035
시천면,3837036
단성면,3837037
신안면,3837038
생비량면,3837039
신등면,3837040
함양읍,3838011
마천면,3838031
휴천면,3838032
유림면,3838033
수동면,3838034
지곡면,3838035
안의면,3838036
서하면,3838037
서상면,3838038
백전면,3838039
병곡면,3838040
거창읍,3839011
주상면,3839031
웅양면,3839032
고제면,3839033
북상면,3839034
위천면,3839035
마리면,3839036
남상면,3839037
남하면,3839038
신원면,3839039
가조면,3839040
가북면,3839041
합천읍,3840011
봉산면,3840031
묘산면,3840032
가야면,3840033
야로면,3840034
율곡면,3840035
초계면,3840036
쌍책면,3840037
덕곡면,3840038
청덕면,3840039
적중면,3840040
대양면,3840041
쌍백면,3840042
삼가면,3840043
가회면,3840044
대병면,3840045
용주면,3840046
한림읍,3901011
애월읍,3901012
구좌읍,3901013
조천읍,3901014
한경면,3901031
추자면,3901032
우도면,3901033
일도1동,3901051
일도2동,3901052
이도1동,3901053
이도2동,3901054
삼도1동,3901055
삼도2동,3901056
용담1동,3901057
용담2동,3901058
건입동,3901059
화북동,3901060
삼양동,3901061
봉개동,3901062
아라동,3901063
오라동,3901064
연동,3901065
노형동,3901066
외도동,3901067
이호동,3901068
도두동,3901069
대정읍,3902011
남원읍,3902012
성산읍,3902013
안덕면,3902031
표선면,3902032
송산동,3902051
정방동,3902052
중앙동,3902053
천지동,3902054
효돈동,3902055
영천동,3902056
동홍동,3902057
서홍동,3902058
대륜동,3902059
대천동,3902060
중문동,3902061
예래동,3902062
